Observation,Q_Values
"[0.047, 0.231, -0.029, -0.346]","[14.973778659111314, 19.577661814815546]"
"[0.052, 0.427, -0.036, -0.648]","[7.526393952174908, 16.231583652113088]"
"[0.061, 0.622, -0.049, -0.952]","[12.886924094560543, 12.042910285462924]"
"[0.073, 0.818, -0.068, -1.259]","[17.908154247869078, 16.439016983481977]"
"[0.089, 0.624, -0.093, -0.989]","[10.220578314486152, 22.75106495114139]"
"[0.102, 0.82, -0.113, -1.309]","[13.21061198162604, 14.547486152431592]"
"[0.118, 0.627, -0.139, -1.054]","[23.543524533671295, 22.779125248798675]"
"[0.131, 0.434, -0.16, -0.808]","[13.943353368646642, 5.7775278353826955]"
"[0.139, 0.63, -0.176, -1.146]","[9.66884452620632, 10.653026002876109]"
"[0.152, 0.438, -0.199, -0.914]","[14.838747154747903, 20.04420658602172]"
"[0.05, 0.009, 0.013, 0.015]","[20.59050723101411, 12.235367124732996]"
"[0.05, -0.186, 0.013, 0.312]","[24.10175493180407, 9.034434826686917]"
"[0.046, 0.009, 0.019, 0.024]","[14.178862633551468, 6.598132962366126]"
"[0.046, 0.204, 0.02, -0.263]","[21.038759924651835, 21.116910480630743]"
"[0.05, 0.399, 0.015, -0.549]","[8.943335522698073, 23.46819344736672]"
"[0.058, 0.203, 0.004, -0.252]","[19.975171141541104, 8.854362041379106]"
"[0.062, 0.398, -0.001, -0.544]","[6.400554121226662, 5.620457078804977]"
"[0.07, 0.593, -0.012, -0.837]","[23.813106165709954, 5.539539627914854]"
"[0.082, 0.789, -0.029, -1.133]","[22.53701278883445, 21.414962036368365]"
"[0.098, 0.594, -0.052, -0.85]","[7.160989168082916, 13.099467689515222]"
"[0.11, 0.4, -0.069, -0.574]","[19.767178254844943, 14.198440724161632]"
"[0.118, 0.596, -0.08, -0.887]","[7.4944642871513985, 23.3908877673872]"
"[0.13, 0.402, -0.098, -0.621]","[14.893244636064239, 19.312654794690758]"
"[0.138, 0.598, -0.11, -0.943]","[18.933346589699468, 22.635878729847647]"
"[0.15, 0.794, -0.129, -1.268]","[8.029680749321448, 23.235972385049845]"
"[0.166, 0.991, -0.154, -1.598]","[20.18232644250388, 22.26227208143566]"
"[0.186, 1.187, -0.186, -1.935]","[19.189021081961013, 20.927091315931424]"
"[-0.039, 0.034, 0.02, 0.009]","[9.477287076418751, 16.14064712828639]"
"[-0.038, -0.161, 0.02, 0.308]","[20.380819877165443, 17.529608334446543]"
"[-0.042, 0.034, 0.027, 0.022]","[8.87369812654213, 17.784991808490144]"
"[-0.041, -0.162, 0.027, 0.323]","[6.972914240123508, 10.504749453530904]"
"[-0.044, 0.033, 0.033, 0.039]","[9.134501075151203, 23.653615709520693]"
"[-0.043, 0.228, 0.034, -0.243]","[23.225600232140795, 13.854181591728885]"
"[-0.039, 0.422, 0.029, -0.525]","[21.36604916635311, 13.619977990302283]"
"[-0.03, 0.227, 0.019, -0.223]","[24.908831415027734, 10.056753232302437]"
"[-0.026, 0.031, 0.014, 0.075]","[21.528812667589765, 6.894726444799888]"
"[-0.025, 0.226, 0.016, -0.213]","[7.095925146300733, 22.341240238434843]"
"[-0.021, 0.421, 0.012, -0.5]","[24.92693668604859, 22.215956320007678]"
"[-0.012, 0.616, 0.002, -0.789]","[11.876848492711416, 11.029414868878346]"
"[0.0, 0.421, -0.014, -0.496]","[13.605784104321934, 5.745329357280461]"
"[0.008, 0.616, -0.024, -0.793]","[24.13668269719672, 6.4152309827092715]"
"[0.021, 0.422, -0.04, -0.508]","[19.719628943493326, 15.625879626560938]"
"[0.029, 0.617, -0.05, -0.813]","[9.17105810909655, 7.070574269414093]"
"[0.042, 0.813, -0.066, -1.121]","[7.202795202832693, 6.2572095518705595]"
"[0.058, 1.009, -0.089, -1.434]","[17.390388636953247, 22.025509499097037]"
"[0.078, 1.205, -0.117, -1.753]","[10.713530416852974, 5.989936848959573]"
"[0.102, 1.011, -0.152, -1.499]","[16.29854297142748, 9.246849128984874]"
"[0.122, 1.208, -0.182, -1.835]","[22.2109706677118, 24.098048267940598]"
"[0.032, 0.019, 0.0, 0.006]","[11.719497359300295, 16.296807494665146]"
"[0.032, -0.176, 0.0, 0.299]","[7.982502607263477, 22.087428215422637]"
"[0.029, -0.371, 0.006, 0.591]","[8.29447841270081, 14.275607609493823]"
"[0.021, -0.566, 0.018, 0.886]","[14.50961455194056, 13.293441815559833]"
"[0.01, -0.372, 0.036, 0.599]","[8.163922608581135, 18.825733766866286]"
"[0.002, -0.567, 0.048, 0.903]","[20.319178846088313, 20.951516826383102]"
"[-0.009, -0.373, 0.066, 0.625]","[5.958080533734238, 23.800718640483286]"
"[-0.016, -0.569, 0.078, 0.938]","[23.56730594283148, 23.80232385697416]"
"[-0.028, -0.765, 0.097, 1.254]","[11.493807214187491, 21.335569512284483]"
"[-0.043, -0.571, 0.122, 0.993]","[17.683218260899864, 13.975206400744929]"
"[-0.055, -0.768, 0.142, 1.322]","[19.843212803958423, 13.265012915306155]"
"[-0.07, -0.964, 0.168, 1.655]","[22.586674210106267, 23.80192930134177]"
"[-0.089, -0.771, 0.202, 1.42]","[23.1378252612843, 10.761474658267742]"
"[-0.038, -0.024, 0.005, -0.049]","[10.847159078146307, 7.1731876402324595]"
"[-0.039, -0.22, 0.004, 0.246]","[8.99352199741914, 22.780256949225226]"
"[-0.043, -0.024, 0.009, -0.046]","[23.7586898218495, 8.14870913923736]"
"[-0.044, 0.171, 0.008, -0.336]","[5.5054735582533905, 22.549404095697547]"
"[-0.04, 0.366, 0.001, -0.626]","[23.41544637997864, 15.798477398774853]"
"[-0.033, 0.561, -0.011, -0.918]","[13.639603230886092, 21.15089909922407]"
"[-0.022, 0.366, -0.03, -0.629]","[11.006226491337172, 9.099073800423847]"
"[-0.015, 0.561, -0.042, -0.931]","[15.668782128279346, 14.086200836241998]"
"[-0.003, 0.757, -0.061, -1.236]","[22.214211070220774, 15.579730893076878]"
"[0.012, 0.563, -0.086, -0.963]","[23.949049126719565, 9.945053155167674]"
"[0.023, 0.759, -0.105, -1.282]","[16.694673241363752, 14.976819270078243]"
"[0.038, 0.955, -0.13, -1.605]","[11.758005758688622, 20.604696473247927]"
"[0.057, 1.151, -0.163, -1.936]","[8.45665572844526, 18.42171899354592]"
"[0.08, 1.348, -0.201, -2.274]","[11.691744721716326, 23.837072753828142]"
"[0.009, 0.006, 0.019, 0.044]","[22.159485523389474, 11.823431610028178]"
"[0.009, -0.19, 0.02, 0.342]","[18.90515075818924, 5.82603678654891]"
"[0.006, 0.005, 0.027, 0.056]","[10.654851958463716, 7.757227326565586]"
"[0.006, 0.2, 0.028, -0.228]","[17.272065320732544, 5.334124171297761]"
"[0.01, 0.004, 0.024, 0.074]","[24.451004073494573, 24.83689759788443]"
"[0.01, 0.199, 0.025, -0.211]","[15.37586067701591, 8.928860693980635]"
"[0.014, 0.394, 0.021, -0.496]","[19.755411967919155, 23.83221624514344]"
"[0.022, 0.588, 0.011, -0.782]","[18.739800772992357, 23.118748471279474]"
"[0.033, 0.393, -0.005, -0.486]","[7.630181869033428, 16.699366112658723]"
"[0.041, 0.588, -0.014, -0.78]","[11.428893298290113, 19.7262550722741]"
"[0.053, 0.393, -0.03, -0.492]","[20.08185377768814, 8.014946875307928]"
"[0.061, 0.589, -0.04, -0.794]","[14.662674007763854, 16.11783641296164]"
"[0.073, 0.394, -0.056, -0.514]","[15.540881452834794, 8.719688747272283]"
"[0.081, 0.2, -0.066, -0.239]","[18.700511253196467, 5.312620381303301]"
"[0.085, 0.396, -0.071, -0.552]","[6.184471197410122, 15.020641979755684]"
"[0.093, 0.202, -0.082, -0.282]","[12.527025606126765, 20.88410172351104]"
"[0.097, 0.398, -0.087, -0.6]","[5.333215961202292, 18.888062712227715]"
"[0.105, 0.204, -0.099, -0.336]","[14.735444050339341, 20.54949588410323]"
"[0.109, 0.401, -0.106, -0.658]","[24.041492329784056, 22.656988631651462]"
"[0.117, 0.207, -0.119, -0.4]","[15.427449235316482, 19.575030697881243]"
"[0.121, 0.014, -0.127, -0.148]","[7.616362408191342, 13.114037547830662]"
"[0.121, -0.179, -0.13, 0.102]","[17.014848521053352, 8.229184104587976]"
"[0.118, 0.018, -0.128, -0.228]","[21.902072905072465, 14.401887261735117]"
"[0.118, -0.175, -0.133, 0.021]","[10.885083574912048, 15.161798239464137]"
"[0.114, -0.368, -0.132, 0.269]","[20.63866884077649, 12.308825081368449]"
"[0.107, -0.561, -0.127, 0.518]","[17.23182364246838, 7.651910922619891]"
"[0.096, -0.754, -0.117, 0.768]","[5.644705902294644, 22.648636216698492]"
"[0.081, -0.558, -0.101, 0.441]","[19.461144800261263, 13.067334476263124]"
"[0.07, -0.362, -0.092, 0.118]","[24.961680410058698, 9.46966205837816]"
"[0.062, -0.165, -0.09, -0.202]","[7.35023067748898, 22.989479060949105]"
"[0.059, 0.031, -0.094, -0.522]","[11.740121368137615, 19.742493686079268]"
"[0.06, -0.163, -0.104, -0.26]","[9.457874643978553, 13.954476178724281]"
"[0.056, -0.356, -0.11, -0.002]","[12.120401871028799, 10.892025441272395]"
"[0.049, -0.55, -0.11, 0.254]","[14.407657673363106, 14.315390424962263]"
"[0.038, -0.353, -0.105, -0.071]","[16.689837813112273, 18.96923218628961]"
"[0.031, -0.157, -0.106, -0.395]","[6.424563657421917, 24.46722648686795]"
"[0.028, -0.35, -0.114, -0.138]","[16.807794530753284, 17.146155370215972]"
"[0.021, -0.153, -0.117, -0.464]","[18.01256952869372, 15.518982271023265]"
"[0.018, -0.347, -0.126, -0.21]","[18.541168377553404, 12.263945389810454]"
"[0.011, -0.15, -0.13, -0.54]","[13.800679937532392, 20.732556701298055]"
"[0.008, -0.343, -0.141, -0.291]","[14.237663436625622, 18.428951861506697]"
"[0.001, -0.536, -0.147, -0.046]","[24.07424676420847, 7.3111562744918075]"
"[-0.01, -0.729, -0.148, 0.197]","[24.78182173629784, 12.60071063275907]"
"[-0.024, -0.532, -0.144, -0.138]","[16.40854274500509, 11.764987864379401]"
"[-0.035, -0.725, -0.147, 0.106]","[19.45014475746215, 23.069389995265055]"
"[-0.049, -0.528, -0.144, -0.229]","[6.521889723170151, 5.742938933829398]"
"[-0.06, -0.721, -0.149, 0.015]","[24.570637915335915, 7.692659880245872]"
"[-0.074, -0.913, -0.149, 0.257]","[6.221530973567127, 12.725046679571964]"
"[-0.092, -1.106, -0.144, 0.499]","[11.825234178337949, 19.96060825639634]"
"[-0.115, -0.909, -0.134, 0.165]","[16.01126913966933, 5.644415034910711]"
"[-0.133, -0.712, -0.13, -0.167]","[5.336830251878624, 11.87843058375346]"
"[-0.147, -0.516, -0.134, -0.498]","[16.638607096032278, 19.241940609507957]"
"[-0.157, -0.709, -0.144, -0.25]","[11.504366587578644, 22.07050622087397]"
"[-0.172, -0.512, -0.149, -0.584]","[21.605548168543937, 9.411668613568976]"
"[-0.182, -0.705, -0.16, -0.342]","[24.502025030765296, 19.223806065859968]"
"[-0.196, -0.897, -0.167, -0.104]","[8.223227043787965, 16.21444717462413]"
"[-0.214, -1.09, -0.169, 0.132]","[5.161484556870484, 21.813745254879585]"
"[-0.236, -1.282, -0.167, 0.367]","[11.548955761773776, 6.6790739578595915]"
"[-0.261, -1.085, -0.159, 0.027]","[10.683826133744276, 15.859578341300526]"
"[-0.283, -1.277, -0.159, 0.265]","[24.329749969824135, 12.72372391075455]"
"[-0.308, -1.47, -0.153, 0.504]","[14.114698817605987, 16.647989562111793]"
"[-0.338, -1.273, -0.143, 0.167]","[21.95588896076046, 14.273463901089002]"
"[-0.363, -1.466, -0.14, 0.411]","[24.673803856395303, 18.42076038257691]"
"[-0.393, -1.269, -0.132, 0.078]","[8.226755108817862, 8.305112773729943]"
"[-0.418, -1.462, -0.13, 0.327]","[20.018114783840886, 13.980892669635885]"
"[-0.447, -1.655, -0.124, 0.575]","[17.056330293374597, 24.610993974435743]"
"[-0.48, -1.848, -0.112, 0.827]","[19.113377180047593, 12.104388328125559]"
"[-0.517, -2.042, -0.096, 1.082]","[14.564246285620978, 18.226552401665963]"
"[-0.558, -1.845, -0.074, 0.761]","[18.607007550832545, 10.743942898458256]"
"[-0.595, -1.649, -0.059, 0.446]","[18.34936128715916, 7.36559540947475]"
"[-0.628, -1.453, -0.05, 0.136]","[9.498470643775335, 6.445526174330144]"
"[-0.657, -1.258, -0.047, -0.172]","[23.04708762184356, 20.723761206173062]"
"[-0.682, -1.452, -0.051, 0.105]","[14.029312613777535, 22.626760999697296]"
"[-0.711, -1.256, -0.048, -0.203]","[20.14402824235217, 10.615511782307896]"
"[-0.736, -1.451, -0.052, 0.074]","[7.571369290126402, 6.0208742559561195]"
"[-0.765, -1.645, -0.051, 0.35]","[18.360138498106263, 6.427336381778058]"
"[-0.798, -1.449, -0.044, 0.041]","[19.98605406098944, 12.035636953999312]"
"[-0.827, -1.253, -0.043, -0.265]","[19.407700362856716, 6.139271417024494]"
"[-0.852, -1.058, -0.048, -0.571]","[13.138924671369686, 9.702562307501818]"
"[-0.874, -0.862, -0.06, -0.879]","[16.872694701316032, 6.636848762726954]"
"[-0.891, -1.056, -0.077, -0.605]","[19.253970734049027, 10.926851875586985]"
"[-0.912, -0.86, -0.09, -0.921]","[11.21250147472125, 6.714366573098827]"
"[-0.929, -1.054, -0.108, -0.658]","[23.395009191742837, 18.469205311589544]"
"[-0.95, -0.857, -0.121, -0.983]","[21.643591254381832, 19.48388932631201]"
"[-0.967, -0.661, -0.141, -1.311]","[8.898217238170057, 9.60579746169855]"
"[-0.981, -0.464, -0.167, -1.644]","[6.333062715087204, 10.273510581151983]"
"[-0.99, -0.657, -0.2, -1.408]","[23.6568067640447, 9.04206957592902]"
"[-0.034, -0.04, -0.009, 0.001]","[17.005759411196934, 24.27358263076681]"
"[-0.035, 0.156, -0.009, -0.294]","[6.633997641400011, 20.159864217256573]"
"[-0.032, -0.039, -0.015, -0.004]","[20.719978723019196, 13.654218164342897]"
"[-0.033, -0.234, -0.015, 0.283]","[22.330104224826286, 9.733460810806726]"
"[-0.037, -0.039, -0.009, -0.014]","[16.813165968034152, 9.026641577381431]"
"[-0.038, 0.156, -0.01, -0.309]","[11.695320302038665, 20.086021322739917]"
"[-0.035, 0.352, -0.016, -0.605]","[6.069542790897106, 16.14281177952091]"
"[-0.028, 0.547, -0.028, -0.903]","[19.281822415462113, 11.262209239339949]"
"[-0.017, 0.742, -0.046, -1.204]","[11.273383732969311, 8.072304788423974]"
"[-0.002, 0.938, -0.07, -1.511]","[16.16295617554202, 10.588375289254534]"
"[0.017, 1.134, -0.1, -1.825]","[11.348340051149485, 7.226495627481935]"
"[0.039, 1.33, -0.137, -2.147]","[14.242022909299896, 17.974554036697945]"
"[0.066, 1.526, -0.18, -2.478]","[11.429253989856809, 6.860716044569067]"
"[-0.015, 0.04, 0.002, -0.005]","[17.969731350513808, 9.490917507020956]"
"[-0.015, 0.235, 0.002, -0.297]","[20.745376037895795, 18.15874749729874]"
"[-0.01, 0.43, -0.004, -0.589]","[20.78413401872994, 15.491813608547629]"
"[-0.001, 0.235, -0.016, -0.298]","[18.909970457215593, 19.588312946381745]"
"[0.003, 0.43, -0.022, -0.596]","[11.28357496916831, 24.609380000609583]"
"[0.012, 0.235, -0.034, -0.31]","[13.114767330178086, 21.647830851469816]"
"[0.017, 0.041, -0.04, -0.028]","[16.463918385600657, 22.18430413999119]"
"[0.018, 0.237, -0.041, -0.333]","[8.020998508779183, 7.7928162567904895]"
"[0.022, 0.042, -0.048, -0.054]","[12.91164790112521, 15.568430759211079]"
"[0.023, 0.238, -0.049, -0.361]","[15.654650711444251, 21.4467222239956]"
"[0.028, 0.434, -0.056, -0.669]","[18.826960363889125, 13.327693584164964]"
"[0.037, 0.239, -0.069, -0.394]","[5.480239946822998, 7.83755068860831]"
"[0.041, 0.435, -0.077, -0.708]","[20.970957399926437, 24.697158871641616]"
"[0.05, 0.631, -0.091, -1.024]","[13.95915577939869, 12.572389602563963]"
"[0.063, 0.828, -0.112, -1.344]","[6.297051828541214, 12.587022802070955]"
"[0.079, 1.024, -0.139, -1.669]","[21.200450084562032, 24.231831760619976]"
"[0.1, 1.22, -0.172, -2.002]","[13.915765125601464, 9.731362448236032]"
"[-0.027, 0.035, -0.025, -0.013]","[12.82859429919603, 21.779213257018725]"
"[-0.027, -0.16, -0.025, 0.271]","[9.262125472105536, 15.894609443396002]"
"[-0.03, 0.035, -0.02, -0.029]","[21.68434501783872, 15.779087380838632]"
"[-0.029, 0.231, -0.02, -0.328]","[10.032070636590362, 12.452129234680893]"
"[-0.025, 0.426, -0.027, -0.627]","[14.20419391037732, 23.418847893664214]"
"[-0.016, 0.622, -0.039, -0.928]","[24.448643847417095, 14.855541569202057]"
"[-0.004, 0.427, -0.058, -0.648]","[11.774125142119374, 21.0280813064222]"
"[0.005, 0.233, -0.071, -0.374]","[18.25738754367999, 20.057403956711795]"
"[0.009, 0.039, -0.078, -0.105]","[6.474586256811399, 24.085388821533698]"
"[0.01, 0.235, -0.08, -0.421]","[12.320571390855498, 18.2648262761437]"
"[0.015, 0.041, -0.089, -0.155]","[11.047819088622816, 11.85737450228572]"
"[0.016, 0.237, -0.092, -0.474]","[12.107828951554541, 15.058078321109916]"
"[0.021, 0.434, -0.101, -0.794]","[21.299172367349104, 7.126865543201328]"
"[0.029, 0.63, -0.117, -1.117]","[24.91920304664811, 15.19413493597423]"
"[0.042, 0.826, -0.14, -1.444]","[15.245202897731208, 16.602254916723304]"
"[0.058, 1.023, -0.169, -1.777]","[19.13167807199411, 14.876760444209541]"
"[0.079, 0.83, -0.204, -1.541]","[14.633861489761104, 13.246229639398006]"
"[0.048, -0.045, -0.029, -0.048]","[12.500961060235834, 15.512041902273362]"
"[0.047, 0.151, -0.03, -0.35]","[11.495875598206048, 10.033769089080026]"
"[0.05, 0.346, -0.037, -0.652]","[7.496059315937098, 7.237561267709582]"
"[0.057, 0.542, -0.05, -0.956]","[22.799547573264178, 17.42659644183528]"
"[0.067, 0.348, -0.069, -0.679]","[20.140311959625365, 9.708584371010607]"
"[0.074, 0.544, -0.082, -0.992]","[20.271398229880198, 17.74120556541751]"
"[0.085, 0.74, -0.102, -1.31]","[14.011661374356503, 10.572463525892065]"
"[0.1, 0.936, -0.128, -1.633]","[22.51777088947702, 5.4243839577654445]"
"[0.119, 0.743, -0.161, -1.382]","[23.622688446529985, 8.838523665601981]"
"[0.134, 0.939, -0.189, -1.721]","[19.990975556930437, 9.443708498314034]"
"[0.013, -0.006, 0.003, 0.048]","[19.859437681779845, 19.87035267291032]"
"[0.013, 0.189, 0.004, -0.243]","[10.194074599401254, 5.307753014141534]"
"[0.016, -0.006, -0.001, 0.051]","[19.35882972298555, 16.097330107027897]"
"[0.016, -0.201, 0.0, 0.343]","[18.922476152004307, 21.528035226121762]"
"[0.012, -0.396, 0.007, 0.636]","[16.726983348249078, 11.506532653687975]"
"[0.004, -0.201, 0.02, 0.345]","[24.623714512153093, 7.141118315308786]"
"[0.0, -0.006, 0.027, 0.059]","[10.001704250589361, 10.24356836875552]"
"[0.0, -0.202, 0.028, 0.36]","[22.069289896415, 7.193234660520207]"
"[-0.004, -0.397, 0.035, 0.661]","[20.382316239428615, 9.581944248239074]"
"[-0.012, -0.203, 0.048, 0.38]","[6.356203058869827, 5.856419818046453]"
"[-0.016, -0.399, 0.056, 0.687]","[15.424078974523036, 22.986702112952074]"
"[-0.024, -0.594, 0.07, 0.997]","[24.02478348377122, 11.232036514667136]"
"[-0.036, -0.79, 0.09, 1.311]","[9.352092320242742, 7.635370814370499]"
"[-0.052, -0.597, 0.116, 1.047]","[20.09755339867896, 24.864817136176406]"
"[-0.064, -0.403, 0.137, 0.793]","[16.53719703436507, 24.190472526396743]"
"[-0.072, -0.21, 0.153, 0.547]","[16.20467105690313, 13.854725359432845]"
"[-0.076, -0.407, 0.164, 0.883]","[12.875434574776396, 19.420393707332938]"
"[-0.084, -0.215, 0.181, 0.646]","[5.40130909211063, 22.482691539053963]"
"[-0.088, -0.022, 0.194, 0.415]","[9.582368362503619, 24.64142007871969]"
"[-0.089, -0.22, 0.202, 0.763]","[12.05569793981468, 8.277824733894786]"
"[-0.031, -0.018, -0.021, 0.031]","[23.777053157827442, 18.10994789771327]"
"[-0.031, -0.213, -0.021, 0.317]","[16.09990262995668, 13.854247004174292]"
"[-0.036, -0.408, -0.014, 0.603]","[23.344668438306215, 12.158054646636675]"
"[-0.044, -0.603, -0.002, 0.891]","[20.83207897997685, 23.154521248279316]"
"[-0.056, -0.408, 0.015, 0.597]","[13.727486351434381, 8.07062140429235]"
"[-0.064, -0.213, 0.027, 0.31]","[7.610423860242037, 24.03416083881392]"
"[-0.068, -0.018, 0.034, 0.026]","[17.65807935414465, 8.18361941167385]"
"[-0.069, -0.214, 0.034, 0.329]","[19.822526766519168, 21.655828255411645]"
"[-0.073, -0.409, 0.041, 0.632]","[20.528128393104954, 5.476299887590956]"
"[-0.081, -0.605, 0.053, 0.937]","[7.452773317129293, 19.016300150020342]"
"[-0.093, -0.411, 0.072, 0.662]","[5.171623120184366, 11.743890541127444]"
"[-0.101, -0.607, 0.085, 0.976]","[17.594335661159562, 11.312911962434635]"
"[-0.114, -0.413, 0.105, 0.711]","[21.131152854355598, 7.928369328879475]"
"[-0.122, -0.219, 0.119, 0.453]","[14.628900235295703, 20.596565580685578]"
"[-0.126, -0.416, 0.128, 0.781]","[15.78035033118519, 17.76743715950922]"
"[-0.135, -0.223, 0.144, 0.531]","[11.882751528852719, 22.94054100203507]"
"[-0.139, -0.419, 0.154, 0.866]","[14.472314770405744, 17.201187400270097]"
"[-0.147, -0.227, 0.172, 0.625]","[11.731456565842734, 7.859647139048576]"
"[-0.152, -0.034, 0.184, 0.391]","[22.420527093487387, 23.499948403968673]"
"[-0.153, -0.232, 0.192, 0.736]","[13.244333728381752, 22.587284922944633]"
"[-0.157, -0.039, 0.207, 0.509]","[5.8905655119821745, 21.242960433816137]"
"[0.032, 0.043, -0.025, -0.049]","[22.775367711053235, 23.973062789021824]"
"[0.033, -0.151, -0.026, 0.235]","[17.57011056328632, 19.825774943755977]"
"[0.03, 0.044, -0.022, -0.065]","[24.888002117645406, 21.505820748531345]"
"[0.031, 0.24, -0.023, -0.365]","[16.29223745756132, 15.104793846516277]"
"[0.036, 0.045, -0.03, -0.079]","[12.871129925120073, 7.692156778964949]"
"[0.037, 0.24, -0.032, -0.382]","[7.1474567738957155, 13.471589499756949]"
"[0.042, 0.436, -0.039, -0.684]","[6.985184430771342, 24.616220718121014]"
"[0.05, 0.241, -0.053, -0.404]","[10.414704632238116, 14.909395758980896]"
"[0.055, 0.437, -0.061, -0.713]","[18.49636523816426, 22.252902743518383]"
"[0.064, 0.243, -0.075, -0.44]","[16.611723687777406, 14.295235134416235]"
"[0.069, 0.049, -0.084, -0.172]","[14.832314123728676, 23.971935729087193]"
"[0.07, 0.245, -0.088, -0.49]","[9.24517818722415, 16.768951549117656]"
"[0.075, 0.051, -0.097, -0.226]","[8.830838109456693, 5.406666022292113]"
"[0.076, 0.248, -0.102, -0.548]","[5.301362872042361, 20.244340449825216]"
